RESORT	SELL_SEQUENCE	RATE_CATEGORY	DESCR	BEGIN	END	RATE_CLASS	EXPORT_BUCKET_CODE	RATE_CODE	DESCRIPTION
ZETTA	7	NLRA	CORPORATE NLRA	06-21-15		ALL		ULTLRA	Ultramar LRA
ZETTA	7	NLRA	CORPORATE NLRA	06-21-15		ALL		UMPQUA	Umpqua Bank Corporate Rate
ZETTA	7	NLRA	CORPORATE NLRA	06-21-15		ALL		USAGENT	US Agents
ZETTA	7	NLRA	CORPORATE NLRA	06-21-15		ALL		UTA	United Talent Agency
ZETTA	7	NLRA	CORPORATE NLRA	06-21-15		ALL		WESTFL	Westfield Corporate Rate
ZETTA	7	NLRA	CORPORATE NLRA	06-21-15		ALL		WHISTLE	Whistle
ZETTA	7	NLRA	CORPORATE NLRA	06-21-15		ALL		YEL	Yelp Corporate Rate
ZETTA	7	NLRA	CORPORATE NLRA	06-21-15		ALL		ZBIZCORP	Zetta Corporate Rate
ZETTA	7	NLRA	CORPORATE NLRA	06-21-15		ALL		ZEN	ZenDesk Corporate Rate
ZETTA	7	NLRA	CORPORATE NLRA	06-21-15		ALL		ZOOSK	Zoosk
ZETTA	7	NLRA	CORPORATE NLRA	06-21-15		ALL		ZRA	Zara Clothing Corporate Rate
ZETTA	8	GOVT	GOVERNMENT	06-21-15		ALL		XVU	FedRooms
ZETTA	9	PKGS	PACKAGES	06-21-15		ALL		4VG	VG - Viceroy Vibe Guaranteed
ZETTA	9	PKGS	PACKAGES	06-21-15		ALL		BYTES	Just a BYTE
ZETTA	9	PKGS	PACKAGES	06-21-15		ALL		CONNECT	Stay Connected Promotion
ZETTA	9	PKGS	PACKAGES	06-21-15		ALL		FIRE	Fire Victims Relief
ZETTA	9	PKGS	PACKAGES	06-21-15		ALL		LOCAL	CA Staycation Promotion
ZETTA	9	PKGS	PACKAGES	06-21-15		ALL		LOVE	Romance Package
ZETTA	9	PKGS	PACKAGES	06-21-15		ALL		SLEIGH	Sleigh and Play
ZETTA	9	PKGS	PACKAGES	06-21-15		ALL		URBAN	Stay & Valet
ZETTA	10	QUAL	QUALIFIED DISCOUNTS	06-21-15		ALL		APE	Another Planet Entertainment Corporate Rate
ZETTA	10	QUAL	QUALIFIED DISCOUNTS	06-21-15		ALL		CLASSIC	Classic Hotels
ZETTA	10	QUAL	QUALIFIED DISCOUNTS	06-21-15		ALL		CWNYE	Courtesy Wedding Block
ZETTA	10	QUAL	QUALIFIED DISCOUNTS	06-21-15		ALL		IND	Travel Industry Rate
ZETTA	10	QUAL	QUALIFIED DISCOUNTS	06-21-15		ALL		INTL3	International Offer Stay 3
ZETTA	10	QUAL	QUALIFIED DISCOUNTS	06-21-15		ALL		JETSMART	Jet Smarter
ZETTA	10	QUAL	QUALIFIED DISCOUNTS	06-21-15		ALL		MGMT	Management rate (INTERNAL Purpose only)
ZETTA	10	QUAL	QUALIFIED DISCOUNTS	06-21-15		ALL		NOAA	NOAA Courtesy Block
ZETTA	10	QUAL	QUALIFIED DISCOUNTS	06-21-15		ALL		NOISE	Noise Pop Negotiated Rate
ZETTA	10	QUAL	QUALIFIED DISCOUNTS	06-21-15		ALL		PEBEMP	Pebblebrook Employee Rate
ZETTA	10	QUAL	QUALIFIED DISCOUNTS	06-21-15		ALL		PROPER	Proper Hotel Rate
ZETTA	10	QUAL	QUALIFIED DISCOUNTS	06-21-15		ALL		SFFILM	SF International Film Festival Promotional Rate
ZETTA	10	QUAL	QUALIFIED DISCOUNTS	06-21-15		ALL		SITE	Client Site Visit
ZETTA	10	QUAL	QUALIFIED DISCOUNTS	06-21-15		ALL		VHGFF	VHG F&F Rate
ZETTA	10	QUAL	QUALIFIED DISCOUNTS	06-21-15		ALL		ZBIZENT	Zetta Entertainment Rate
ZETTA	10	QUAL	QUALIFIED DISCOUNTS	06-21-15		ALL		ZBIZPR	Zetta PR/Media Rate
ZETTA	10	QUAL	QUALIFIED DISCOUNTS	06-21-15		ALL		ZTEVENT	Zetta Event
ZETTA	11	FIT	Wholesale/FIT	06-21-15		ALL		ABREU	Abreu Tours
ZETTA	11	FIT	Wholesale/FIT	06-21-15		ALL		BAH	British Airways Holidays
ZETTA	11	FIT	Wholesale/FIT	06-21-15		ALL		BONO	Bonotel Static Rates
ZETTA	11	FIT	Wholesale/FIT	06-21-15		ALL		BONOP	Bonotel Promo Rate Wholesale
ZETTA	11	FIT	Wholesale/FIT	06-21-15		ALL		DOTW1	Destinations Of The World
ZETTA	11	FIT	Wholesale/FIT	06-21-15		ALL		DWAP1RO	Destinations of the World Advance Purchase
ZETTA	11	FIT	Wholesale/FIT	06-21-15		ALL		DWNR1RO	Destinations of the World
ZETTA	11	FIT	Wholesale/FIT	06-21-15		ALL		GOWEST	Go West Tours Wholesale
ZETTA	11	FIT	Wholesale/FIT	06-21-15		ALL		GOWESTP	Go West Promo Rate Wholesale
ZETTA	11	FIT	Wholesale/FIT	06-21-15		ALL		GTAP	GTA Promo Rate Wholesale
ZETTA	11	FIT	Wholesale/FIT	06-21-15		ALL		GTASTAT	Gullivers Travel Static Rate
ZETTA	11	FIT	Wholesale/FIT	06-21-15		ALL		HOTUSA	HOTUSA Dynamic Rate
ZETTA	11	FIT	Wholesale/FIT	06-21-15		ALL		HTBADV	HotelBeds Advance Purchase
ZETTA	11	FIT	Wholesale/FIT	06-21-15		ALL		HTBP	HotelBeds Promo Rate Wholesale
ZETTA	11	FIT	Wholesale/FIT	06-21-15		ALL		MIKI	Miki Travel Wholesale
ZETTA	11	FIT	Wholesale/FIT	06-21-15		ALL		MIKIDC	Miki Direct Connect Rate
ZETTA	11	FIT	Wholesale/FIT	06-21-15		ALL		MIKIP	Miki Promo Rate Wholesale
ZETTA	11	FIT	Wholesale/FIT	06-21-15		ALL		NATS	North America Travel Service Wholesale Rate
ZETTA	11	FIT	Wholesale/FIT	06-21-15		ALL		SUN	Sun Hotels
ZETTA	11	FIT	Wholesale/FIT	06-21-15		ALL		TOURNRR	Tourico  Wholesale Non-Refundable
ZETTA	11	FIT	Wholesale/FIT	06-21-15		ALL		TRAVCOP	Travco Promo Rate Wholesale
ZETTA	11	FIT	Wholesale/FIT	06-21-15		ALL		WEBBED	Webbeds
ZETTA	13	10PCT	10% Discounts	06-21-15		ALL		AAA	AAA Member Rate
ZETTA	13	10PCT	10% Discounts	06-21-15		ALL		AARP	AARP - Assoc of Retired Persons
ZETTA	13	10PCT	10% Discounts	06-21-15		ALL		ADV	Advance Purchase 14 Day
ZETTA	13	10PCT	10% Discounts	06-21-15		ALL		AGOADV	Agoda.com - 14 Day Advance Purchase
ZETTA	13	10PCT	10% Discounts	06-21-15		ALL		BKADV	Booking.com - Advance Purchase 14 Days
ZETTA	13	10PCT	10% Discounts	06-21-15		ALL		BONOADV	Bonotel - Advance Purchase 14 Days
ZETTA	13	10PCT	10% Discounts	06-21-15		ALL		BOOKINT	Booking.Com International Rate
ZETTA	13	10PCT	10% Discounts	06-21-15		ALL		CALOCALS	California Resident's offer
ZETTA	13	10PCT	10% Discounts	06-21-15		ALL		DIRECT	Direct Booking Promo Rate
ZETTA	13	10PCT	10% Discounts	06-21-15		ALL		EGENCIA	Expedia - Egencia Corporate
ZETTA	13	10PCT	10% Discounts	06-21-15		ALL		EGENCIAHC	Expedia - Egencia Corporate - Hotel Collect
ZETTA	13	10PCT	10% Discounts	06-21-15		ALL		EXPADV	Expedia - Advance Purchase 14 Days
ZETTA	13	10PCT	10% Discounts	06-21-15		ALL		INT10	International 10% Promotion
ZETTA	13	10PCT	10% Discounts	06-21-15		ALL		SMIADV	Smith Hotels - Advance Purchase 14 Days
ZETTA	13	10PCT	10% Discounts	06-21-15		ALL		SMITINT10	MM Smith International 10%
ZETTA	13	10PCT	10% Discounts	06-21-15		ALL		TABADV	Tablet Hotels - Advance Purchase 7 Days
ZETTA	13	10PCT	10% Discounts	06-21-15		ALL		TWADV	Travelweb  Advance Purchase 14 Days
ZETTA	13	10PCT	10% Discounts	06-21-15		ALL		VARATE	Fall Back Rate - 10% off
ZETTA	14	15PCT	15% Discounts	06-21-15		ALL		ADV2	Advance Purchase 30 Day
ZETTA	14	15PCT	15% Discounts	06-21-15		ALL		AGOADV2	Agoda.com - 30 Day Advance Purchase
ZETTA	14	15PCT	15% Discounts	06-21-15		ALL		AGOSL	Agoda Promotional Rate
ZETTA	14	15PCT	15% Discounts	06-21-15		ALL		AGOSTAY3	Agoda.com - Stay 3 Save 15%
ZETTA	14	15PCT	15% Discounts	06-21-15		ALL		BKADV2	Booking.com - Advance Purchase 30 Days
ZETTA	14	15PCT	15% Discounts	06-21-15		ALL		BKSTAY3	Booking.com - Stay 3 Save 15%
ZETTA	14	15PCT	15% Discounts	06-21-15		ALL		BONOADV2	Bonotel - Advance Purchase 30 Days
ZETTA	14	15PCT	15% Discounts	06-21-15		ALL		CAV	Cavalier Restaurant Rate
ZETTA	14	15PCT	15% Discounts	06-21-15		ALL		CORPEVENT	Corporate Event Rate
ZETTA	14	15PCT	15% Discounts	06-21-15		ALL		EASTER	Easter Promotional Rate
ZETTA	14	15PCT	15% Discounts	06-21-15		ALL		EXPADV2	Expedia - Advance Purchase 30 Days
ZETTA	14	15PCT	15% Discounts	06-21-15		ALL		EXPMOB	Expedia - Mobile Deal
ZETTA	14	15PCT	15% Discounts	06-21-15		ALL		EXPSTAY3	Expedia - Stay 3 Save 15%
ZETTA	14	15PCT	15% Discounts	06-21-15		ALL		GDS25	GDS Promotion
ZETTA	14	15PCT	15% Discounts	06-21-15		ALL		HOSPITAL	SF Hospital Staff Rate
ZETTA	14	15PCT	15% Discounts	06-21-15		ALL		HOTOPQH	Hotwire Opaque Rate - HIGH
ZETTA	14	15PCT	15% Discounts	06-21-15		ALL		LINGER	Linger Longer Campaign (Stay 3)
ZETTA	14	15PCT	15% Discounts	06-21-15		ALL		MOBILE	Mobile Special Rate
ZETTA	14	15PCT	15% Discounts	06-21-15		ALL		PLOPQH	Priceline - Opaque Rates HIGH
ZETTA	14	15PCT	15% Discounts	06-21-15		ALL		RESI	Viceroy Residence Owner
ZETTA	14	15PCT	15% Discounts	06-21-15		ALL		RETURN	Return Guest Promotion
ZETTA	14	15PCT	15% Discounts	06-21-15		ALL		SFPD	San Francisco Police Department Rate
ZETTA	14	15PCT	15% Discounts	06-21-15		ALL		SMIADV2	Smith Hotels - Advance Purchase 30 Days
ZETTA	14	15PCT	15% Discounts	06-21-15		ALL		SMISTAY3	Smith Hotels - Stay 3 Save 15%
ZETTA	14	15PCT	15% Discounts	06-21-15		ALL		SMITINT15	MM Smith International 15%
ZETTA	14	15PCT	15% Discounts	06-21-15		ALL		TABADV2	Tablet Hotels - Advance Purchase 30 Days
ZETTA	14	15PCT	15% Discounts	06-21-15		ALL		TABSTAY3	Tablet Hotels - Stay 3 Save 15%
ZETTA	14	15PCT	15% Discounts	06-21-15		ALL		TWADV2	Travelweb - Advance Purchase 30 Days
ZETTA	14	15PCT	15% Discounts	06-21-15		ALL		TWSTAY3	Travelweb - Stay 3 Save 15%
ZETTA	14	15PCT	15% Discounts	06-21-15		ALL		VHGBIZ	VHG Business Rate
ZETTA	15	20PCT	20% Discounts	06-21-15		ALL		EXPINT	Expedia - International Promo
ZETTA	15	20PCT	20% Discounts	06-21-15		ALL		EXPPP	Expedia - Package Path
ZETTA	15	20PCT	20% Discounts	06-21-15		ALL		EXTEND	Extended Stay
ZETTA	15	20PCT	20% Discounts	06-21-15		ALL		SMITINT18	MM Smith International 18%
ZETTA	15	20PCT	20% Discounts	06-21-15		ALL		SUITEUP	Suite Deal
ZETTA	15	20PCT	20% Discounts	06-21-15		ALL		TGTO	Reset and ReVibe
ZETTA	16	25PCT	25% Discounts	06-21-15		ALL		GTA	GTA Standard Rate
ZETTA	16	25PCT	25% Discounts	06-21-15		ALL		HOL	Holiday  Promotion
ZETTA	16	25PCT	25% Discounts	06-21-15		ALL		HOTOPQM	Hotwire Opaque Rate - MEDIUM
ZETTA	16	25PCT	25% Discounts	06-21-15		ALL		MUBOFFR	Mubdala Preferred Rate
ZETTA	16	25PCT	25% Discounts	06-21-15		ALL		PLOPQM	Priceline - Opaque Rates MEDIUM
ZETTA	16	25PCT	25% Discounts	06-21-15		ALL		SMITH25	MM Smith Net Rate
ZETTA	17	30PCT	30% Discounts	06-21-15		ALL		BOOKP	Booking.com Promotional Rate
ZETTA	17	30PCT	30% Discounts	06-21-15		ALL		GOV	Government Per Diem Rate
ZETTA	17	30PCT	30% Discounts	06-21-15		ALL		GTAADV	GTA - Advance Purchase 14 Days
ZETTA	17	30PCT	30% Discounts	06-21-15		ALL		GTAADV2	GTA - Advance Purchase 30 Days
ZETTA	17	30PCT	30% Discounts	06-21-15		ALL		HEROS	Contribution without Compromise
ZETTA	17	30PCT	30% Discounts	06-21-15		ALL		HOTOPQL	Hotwire Opaque Rate - LOW
ZETTA	17	30PCT	30% Discounts	06-21-15		ALL		PLOPQL	Priceline - Opaque Rates LOW
ZETTA	17	30PCT	30% Discounts	06-21-15		ALL		SXNR35	Tourico Advance Purchase Non Refundable
ZETTA	17	30PCT	30% Discounts	06-21-15		ALL		TFLA	Tablet Special Sale
ZETTA	17	30PCT	30% Discounts	06-21-15		ALL		VHGEMP	VHG Colleague Rate
ZETTA	17	30PCT	30% Discounts	06-21-15		ALL		WESTC	From SF, With Love - West Coast Locals offer
LOGO

