RESORT	BUSINESS_DATE	CHAR_BUSINESS_DATE	MARKET_CODE	CF_MASTER_SEQ	GROUP_NAME	S_REV_MKT	S_DEF_ROOMS_MKT	S_FB_REV_MKT	S_MISC_REV_MKT	MKT_RESORT_ROOM	GUEST_MKT	TOT_ARR_MKT	PER_OCC_MKT	PER_DOUBLE_MKT	DOUBLE_OCC_MKT	SINGLE_OCC_MKT	GUEST_DAY	ARRIVAL_DAY	ARRIVAL_MKT	TOT_ARR_DAY	PER_OCC_DAY	PER_DOUBLE_OCC_DAY	SINGLE_OCC_DAY	S_MISC_REV_DAY	DAY_RESORT_ROOM	S_FB_REV_DAY	DOUBLE_OCC_DAY	S_REV_DAY	S_DEF_ROOMS_DAY	ARR_TODAY	NO_DEFINITE_ROOMS	IN_GUEST	OCC_SINGLE	DOUBLE_OCC	REVENUE	FB_REV	OTHER_REV	TOTAL_REVENUE	RESORT_ROOM	PER_OCC	GET_ARR	MULTI_OCC_PER
Hotel1	3-Jan-18	1/3/18	QUAL	QUAL	QUAL	203847.25	744	0	23222.36	42340	1031	273.988239	1.75720359	0.524326878	222	522	105	0	0	250.13025	68.9655172	13.7931034	64	1753.57	116	0	16	20010.42	80	0	0	0	0	0	0	0	0	0	116	0	0	0
Hotel1	3-Jan-18	1/3/18	RETAIL	RETAIL	RETAIL	2807647.61	8989	0	399025.66	42340	15242	312.342598	21.2305149	10.8101086	4577	4412	105	0	0	250.13025	68.9655172	13.7931034	64	1753.57	116	0	16	20010.42	80	0	11	15	7	4	2736.52	0	546.98	3283.5	116	9.48275862	248.7745455	3.44827586
Hotel1	3-Jan-18	1/3/18	WHOL	WHOL	WHOL	124658.87	477	0	14894.1	42340	780	261.33935	1.12659424	0.595181861	252	225	105	0	0	250.13025	68.9655172	13.7931034	64	1753.57	116	0	16	20010.42	80	0	0	0	0	0	0	0	0	0	116	0	0	0
Hotel1	4-Jan-18	1/4/18	COMP	COMP	COMP	-85	360	0	2480.18	42340	407	-0.23611111	0.850259802	0.089749646	38	322	126	0	0	242.331957	79.3103448	21.5517241	67	1607.96	116	0	25	22294.54	92	0	0	0	0	0	0	0	0	0	116	0	0	0
Hotel1	4-Jan-18	1/4/18	DISC	DISC	DISC	2418660.27	9652	375	391713.98	42340	18364	250.586435	22.79641	13.4482759	5694	3958	126	0	0	242.331957	79.3103448	21.5517241	67	1607.96	116	0	25	22294.54	92	0	29	55	12	17	5126.28	0	950.96	6077.24	116	25	176.7682759	14.6551724
Hotel1	4-Jan-18	1/4/18	GASSOC	GASSOC	GASSOC	362988	997	500	8610.61	42340	1168	364.080241	2.35474728	0.375531412	159	838	126	0	0	242.331957	79.3103448	21.5517241	67	1607.96	116	0	25	22294.54	92	0	0	0	0	0	0	0	0	0	116	0	0	0
Hotel1	4-Jan-18	1/4/18	GCOR	GCOR	GCOR	2033429.05	5548	946714.37	201542.47	42340	5879	366.51569	13.1034483	0.854983467	362	5186	126	0	0	242.331957	79.3103448	21.5517241	67	1607.96	116	0	25	22294.54	92	0	33	33	33	0	10197	0	55	10252	116	28.4482759	309	0
Hotel1	4-Jan-18	1/4/18	GSMERF	GSMERF	GSMERF	94199.4	338	0	7517.11	42340	419	278.69645	0.79829948	0.167690128	71	267	126	0	0	242.331957	79.3103448	21.5517241	67	1607.96	116	0	25	22294.54	92	0	0	0	0	0	0	0	0	0	116	0	0	0
Hotel1	4-Jan-18	1/4/18	GWHOL	GWHOL	GWHOL	0	0	0	0	42340	0	0	0	0	0	0	126	0	0	242.331957	79.3103448	21.5517241	67	1607.96	116	0	25	22294.54	92	0	0	0	0	0	0	0	0	0	116	0	0	0
Hotel1	4-Jan-18	1/4/18	HOUSE	HOUSE	HOUSE	0	0	416188.78	38877.26	42340	0	0	0	0	0	0	126	0	0	242.331957	79.3103448	21.5517241	67	1607.96	116	0	25	22294.54	92	0	0	0	0	0	0	0	0	0	116	0	0	0
Hotel1	4-Jan-18	1/4/18	NEG	NEG	NEG	3653025.02	10816	34705.36	129563.89	42340	11274	337.742698	25.5455834	1.1596599	491	10325	126	0	0	242.331957	79.3103448	21.5517241	67	1607.96	116	0	25	22294.54	92	0	15	15	13	2	3337.7	0	68	3405.7	116	12.9310345	222.5133333	1.72413793
Hotel1	4-Jan-18	1/4/18	PSBY	PSBY	PSBY	0	0	0	75	42340	0	0	0	0	0	0	126	0	0	242.331957	79.3103448	21.5517241	67	1607.96	116	0	25	22294.54	92	0	0	0	0	0	0	0	0	0	116	0	0	0
Hotel1	4-Jan-18	1/4/18	QUAL	QUAL	QUAL	203847.25	744	0	23222.36	42340	1031	273.988239	1.75720359	0.524326878	222	522	126	0	0	242.331957	79.3103448	21.5517241	67	1607.96	116	0	25	22294.54	92	0	1	1	1	0	300.6	0	25	325.6	116	0.862068966	300.6	0
Hotel1	4-Jan-18	1/4/18	RETAIL	RETAIL	RETAIL	2807647.61	8989	0	399025.66	42340	15242	312.342598	21.2305149	10.8101086	4577	4412	126	0	0	242.331957	79.3103448	21.5517241	67	1607.96	116	0	25	22294.54	92	0	13	20	8	5	3063.96	0	509	3572.96	116	11.2068966	235.6892308	4.31034483
Hotel1	4-Jan-18	1/4/18	WHOL	WHOL	WHOL	124658.87	477	0	14894.1	42340	780	261.33935	1.12659424	0.595181861	252	225	126	0	0	242.331957	79.3103448	21.5517241	67	1607.96	116	0	25	22294.54	92	0	1	2	0	1	269	0	0	269	116	0.862068966	269	0.862068966
Hotel1	5-Jan-18	1/5/18	COMP	COMP	COMP	-85	360	0	2480.18	42340	407	-0.23611111	0.850259802	0.089749646	38	322	133	0	0	241.934211	81.8965517	26.7241379	64	3078.72	116	3907.5	31	22983.75	95	0	0	0	0	0	0	0	0	0	116	0	0	0
Hotel1	5-Jan-18	1/5/18	DISC	DISC	DISC	2418660.27	9652	375	391713.98	42340	18364	250.586435	22.79641	13.4482759	5694	3958	133	0	0	241.934211	81.8965517	26.7241379	64	3078.72	116	3907.5	31	22983.75	95	0	28	52	8	20	4915.41	0	1172.06	6087.47	116	24.137931	175.5503571	17.2413793
Hotel1	5-Jan-18	1/5/18	GASSOC	GASSOC	GASSOC	362988	997	500	8610.61	42340	1168	364.080241	2.35474728	0.375531412	159	838	133	0	0	241.934211	81.8965517	26.7241379	64	3078.72	116	3907.5	31	22983.75	95	0	0	0	0	0	0	0	0	0	116	0	0	0
Hotel1	5-Jan-18	1/5/18	GCOR	GCOR	GCOR	2033429.05	5548	946714.37	201542.47	42340	5879	366.51569	13.1034483	0.854983467	362	5186	133	0	0	241.934211	81.8965517	26.7241379	64	3078.72	116	3907.5	31	22983.75	95	0	31	31	31	0	9519	0	559.5	10078.5	116	26.7241379	307.0645161	0
Hotel1	5-Jan-18	1/5/18	GSMERF	GSMERF	GSMERF	94199.4	338	0	7517.11	42340	419	278.69645	0.79829948	0.167690128	71	267	133	0	0	241.934211	81.8965517	26.7241379	64	3078.72	116	3907.5	31	22983.75	95	0	0	0	0	0	0	0	0	0	116	0	0	0
Hotel1	5-Jan-18	1/5/18	GWHOL	GWHOL	GWHOL	0	0	0	0	42340	0	0	0	0	0	0	133	0	0	241.934211	81.8965517	26.7241379	64	3078.72	116	3907.5	31	22983.75	95	0	0	0	0	0	0	0	0	0	116	0	0	0
Hotel1	5-Jan-18	1/5/18	HOUSE	HOUSE	HOUSE	0	0	416188.78	38877.26	42340	0	0	0	0	0	0	133	0	0	241.934211	81.8965517	26.7241379	64	3078.72	116	3907.5	31	22983.75	95	0	0	0	0	0	0	3907.5	109	4016.5	116	0	0	0
Hotel1	5-Jan-18	1/5/18	NEG	NEG	NEG	3653025.02	10816	34705.36	129563.89	42340	11274	337.742698	25.5455834	1.1596599	491	10325	133	0	0	241.934211	81.8965517	26.7241379	64	3078.72	116	3907.5	31	22983.75	95	0	22	22	20	2	5122	0	522	5644	116	18.9655172	232.8181818	1.72413793
Hotel1	5-Jan-18	1/5/18	PSBY	PSBY	PSBY	0	0	0	75	42340	0	0	0	0	0	0	133	0	0	241.934211	81.8965517	26.7241379	64	3078.72	116	3907.5	31	22983.75	95	0	0	0	0	0	0	0	0	0	116	0	0	0
Hotel1	5-Jan-18	1/5/18	QUAL	QUAL	QUAL	203847.25	744	0	23222.36	42340	1031	273.988239	1.75720359	0.524326878	222	522	133	0	0	241.934211	81.8965517	26.7241379	64	3078.72	116	3907.5	31	22983.75	95	0	0	0	0	0	0	0	7.78	7.78	116	0	0	0
Hotel1	5-Jan-18	1/5/18	RETAIL	RETAIL	RETAIL	2807647.61	8989	0	399025.66	42340	15242	312.342598	21.2305149	10.8101086	4577	4412	133	0	0	241.934211	81.8965517	26.7241379	64	3078.72	116	3907.5	31	22983.75	95	0	13	26	5	8	3158.34	0	708.38	3866.72	116	11.2068966	242.9492308	6.89655172
Hotel1	5-Jan-18	1/5/18	WHOL	WHOL	WHOL	124658.87	477	0	14894.1	42340	780	261.33935	1.12659424	0.595181861	252	225	133	0	0	241.934211	81.8965517	26.7241379	64	3078.72	116	3907.5	31	22983.75	95	0	1	2	0	1	269	0	0	269	116	0.862068966	269	0.862068966
Hotel1	6-Jan-18	1/6/18	COMP	COMP	COMP	-85	360	0	2480.18	42340	407	-0.23611111	0.850259802	0.089749646	38	322	120	0	0	331.785862	75	26.7241379	56	2486.56	116	0	31	28865.37	87	0	0	0	0	0	0	0	0	0	116	0	0	0
Hotel1	6-Jan-18	1/6/18	DISC	DISC	DISC	2418660.27	9652	375	391713.98	42340	18364	250.586435	22.79641	13.4482759	5694	3958	120	0	0	331.785862	75	26.7241379	56	2486.56	116	0	31	28865.37	87	0	43	67	22	21	7895.43	0	1464.77	9360.2	116	37.0689655	183.6146512	18.1034483
Hotel1	6-Jan-18	1/6/18	GASSOC	GASSOC	GASSOC	362988	997	500	8610.61	42340	1168	364.080241	2.35474728	0.375531412	159	838	120	0	0	331.785862	75	26.7241379	56	2486.56	116	0	31	28865.37	87	0	0	0	0	0	0	0	0	0	116	0	0	0
Hotel1	6-Jan-18	1/6/18	GCOR	GCOR	GCOR	2033429.05	5548	946714.37	201542.47	42340	5879	366.51569	13.1034483	0.854983467	362	5186	120	0	0	331.785862	75	26.7241379	56	2486.56	116	0	31	28865.37	87	0	10	9	10	0	3910	0	127.98	4037.98	116	8.62068966	391	0
Hotel1	6-Jan-18	1/6/18	GSMERF	GSMERF	GSMERF	94199.4	338	0	7517.11	42340	419	278.69645	0.79829948	0.167690128	71	267	120	0	0	331.785862	75	26.7241379	56	2486.56	116	0	31	28865.37	87	0	0	0	0	0	0	0	0	0	116	0	0	0
Hotel1	6-Jan-18	1/6/18	GWHOL	GWHOL	GWHOL	0	0	0	0	42340	0	0	0	0	0	0	120	0	0	331.785862	75	26.7241379	56	2486.56	116	0	31	28865.37	87	0	0	0	0	0	0	0	0	0	116	0	0	0
Hotel1	6-Jan-18	1/6/18	HOUSE	HOUSE	HOUSE	0	0	416188.78	38877.26	42340	0	0	0	0	0	0	120	0	0	331.785862	75	26.7241379	56	2486.56	116	0	31	28865.37	87	0	0	0	0	0	0	0	16	16	116	0	0	0
Hotel1	6-Jan-18	1/6/18	NEG	NEG	NEG	3653025.02	10816	34705.36	129563.89	42340	11274	337.742698	25.5455834	1.1596599	491	10325	120	0	0	331.785862	75	26.7241379	56	2486.56	116	0	31	28865.37	87	0	12	13	11	1	4119.2	0	86.34	4205.54	116	10.3448276	343.2666667	0.862068966
Hotel1	6-Jan-18	1/6/18	PSBY	PSBY	PSBY	0	0	0	75	42340	0	0	0	0	0	0	120	0	0	331.785862	75	26.7241379	56	2486.56	116	0	31	28865.37	87	0	0	0	0	0	0	0	0	0	116	0	0	0
Hotel1	6-Jan-18	1/6/18	QUAL	QUAL	QUAL	203847.25	744	0	23222.36	42340	1031	273.988239	1.75720359	0.524326878	222	522	120	0	0	331.785862	75	26.7241379	56	2486.56	116	0	31	28865.37	87	0	0	0	0	0	0	0	0	0	116	0	0	0
Hotel1	6-Jan-18	1/6/18	RETAIL	RETAIL	RETAIL	2807647.61	8989	0	399025.66	42340	15242	312.342598	21.2305149	10.8101086	4577	4412	120	0	0	331.785862	75	26.7241379	56	2486.56	116	0	31	28865.37	87	0	21	29	13	8	12671.74	0	741.47	13413.21	116	18.1034483	603.4161905	6.89655172
Hotel1	6-Jan-18	1/6/18	WHOL	WHOL	WHOL	124658.87	477	0	14894.1	42340	780	261.33935	1.12659424	0.595181861	252	225	120	0	0	331.785862	75	26.7241379	56	2486.56	116	0	31	28865.37	87	0	1	2	0	1	269	0	50	319	116	0.862068966	269	0.862068966
Hotel1	7-Jan-18	1/7/18	COMP	COMP	COMP	-85	360	0	2480.18	42340	407	-0.23611111	0.850259802	0.089749646	38	322	104	0	0	1025.0074	82.7586207	5.17241379	90	9865.03	116	0	6	98400.71	96	0	0	0	0	0	0	0	0	0	116	0	0	0
Hotel1	7-Jan-18	1/7/18	DISC	DISC	DISC	2418660.27	9652	375	391713.98	42340	18364	250.586435	22.79641	13.4482759	5694	3958	104	0	0	1025.0074	82.7586207	5.17241379	90	9865.03	116	0	6	98400.71	96	0	8	8	8	0	5038.76	0	213.26	5252.02	116	6.89655172	629.845	0
Hotel1	7-Jan-18	1/7/18	GASSOC	GASSOC	GASSOC	362988	997	500	8610.61	42340	1168	364.080241	2.35474728	0.375531412	159	838	104	0	0	1025.0074	82.7586207	5.17241379	90	9865.03	116	0	6	98400.71	96	0	0	0	0	0	0	0	0	0	116	0	0	0
Hotel1	7-Jan-18	1/7/18	GCOR	GCOR	GCOR	2033429.05	5548	946714.37	201542.47	42340	5879	366.51569	13.1034483	0.854983467	362	5186	104	0	0	1025.0074	82.7586207	5.17241379	90	9865.03	116	0	6	98400.71	96	0	36	35	36	0	38617	0	2242	40859	116	31.0344828	1072.694444	0
Hotel1	7-Jan-18	1/7/18	GSMERF	GSMERF	GSMERF	94199.4	338	0	7517.11	42340	419	278.69645	0.79829948	0.167690128	71	267	104	0	0	1025.0074	82.7586207	5.17241379	90	9865.03	116	0	6	98400.71	96	0	0	0	0	0	0	0	0	0	116	0	0	0
Hotel1	7-Jan-18	1/7/18	GWHOL	GWHOL	GWHOL	0	0	0	0	42340	0	0	0	0	0	0	104	0	0	1025.0074	82.7586207	5.17241379	90	9865.03	116	0	6	98400.71	96	0	0	0	0	0	0	0	0	0	116	0	0	0
Hotel1	7-Jan-18	1/7/18	HOUSE	HOUSE	HOUSE	0	0	416188.78	38877.26	42340	0	0	0	0	0	0	104	0	0	1025.0074	82.7586207	5.17241379	90	9865.03	116	0	6	98400.71	96	0	0	0	0	0	0	0	50	50	116	0	0	0
Hotel1	7-Jan-18	1/7/18	NEG	NEG	NEG	3653025.02	10816	34705.36	129563.89	42340	11274	337.742698	25.5455834	1.1596599	491	10325	104	0	0	1025.0074	82.7586207	5.17241379	90	9865.03	116	0	6	98400.71	96	0	29	30	28	1	29019.2	0	2025	31044.2	116	25	1000.662069	0.862068966
Hotel1	7-Jan-18	1/7/18	PSBY	PSBY	PSBY	0	0	0	75	42340	0	0	0	0	0	0	104	0	0	1025.0074	82.7586207	5.17241379	90	9865.03	116	0	6	98400.71	96	0	0	0	0	0	0	0	0	0	116	0	0	0
Hotel1	7-Jan-18	1/7/18	QUAL	QUAL	QUAL	203847.25	744	0	23222.36	42340	1031	273.988239	1.75720359	0.524326878	222	522	104	0	0	1025.0074	82.7586207	5.17241379	90	9865.03	116	0	6	98400.71	96	0	0	0	0	0	0	0	0	0	116	0	0	0
Hotel1	7-Jan-18	1/7/18	RETAIL	RETAIL	RETAIL	2807647.61	8989	0	399025.66	42340	15242	312.342598	21.2305149	10.8101086	4577	4412	104	0	0	1025.0074	82.7586207	5.17241379	90	9865.03	116	0	6	98400.71	96	0	23	31	18	5	25725.75	0	5334.77	31060.52	116	19.8275862	1118.51087	4.31034483
Hotel1	7-Jan-18	1/7/18	WHOL	WHOL	WHOL	124658.87	477	0	14894.1	42340	780	261.33935	1.12659424	0.595181861	252	225	104	0	0	1025.0074	82.7586207	5.17241379	90	9865.03	116	0	6	98400.71	96	0	0	0	0	0	0	0	0	0	116	0	0	0
Hotel1	8-Jan-18	1/8/18	COMP	COMP	COMP	-85	360	0	2480.18	42340	407	-0.23611111	0.850259802	0.089749646	38	322	132	0	0	1052.51553	98.2758621	12.0689655	100	10079.28	116	0	14	119986.77	114	0	0	0	0	0	0	0	0	0	116	0	0	0
Hotel1	8-Jan-18	1/8/18	DISC	DISC	DISC	2418660.27	9652	375	391713.98	42340	18364	250.586435	22.79641	13.4482759	5694	3958	132	0	0	1052.51553	98.2758621	12.0689655	100	10079.28	116	0	14	119986.77	114	0	8	8	8	0	5843.77	0	239.78	6083.55	116	6.89655172	730.47125	0
Hotel1	8-Jan-18	1/8/18	GASSOC	GASSOC	GASSOC	362988	997	500	8610.61	42340	1168	364.080241	2.35474728	0.375531412	159	838	132	0	0	1052.51553	98.2758621	12.0689655	100	10079.28	116	0	14	119986.77	114	0	0	0	0	0	0	0	0	0	116	0	0	0
