,business_date,market_code,s_rev_mkt,s_def_rooms_mkt,s_fb_rev_mkt,s_misc_rev_mkt,mkt_resort_room,guest_mkt,tot_arr_mkt,per_occ_mkt,per_double_mkt,double_occ_mkt,single_occ_mkt,guest_day,tot_arr_day,per_occ_day,per_double_occ_day,single_occ_day,s_misc_rev_day,day_resort_room,s_fb_rev_day,double_occ_day,s_rev_day,s_def_rooms_day,no_definite_rooms,in_guest,occ_single,double_occ,revenue,fb_rev,other_rev,total_revenue,per_occ,get_arr,multi_occ_per
2356,2017-07-01,GASSOC,272910.0,759.0,41187.72,6420.04,42340.0,790.0,359.565217,1.79263108,0.07321681599999999,31.0,728.0,222.0,211.321071,96.55172409999999,72.41379309999999,28.0,4003.38,116.0,0.0,84.0,23667.96,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2357,2017-07-01,GCOR,1530162.34,4777.0,620649.64,130252.92,42340.0,5079.0,320.318681,11.282475199999999,0.727444497,308.0,4469.0,222.0,211.321071,96.55172409999999,72.41379309999999,28.0,4003.38,116.0,0.0,84.0,23667.96,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2358,2017-07-01,GSMERF,45759.1,170.0,0.0,5278.07,42340.0,202.0,269.171176,0.40151157299999995,0.07321681599999999,31.0,139.0,222.0,211.321071,96.55172409999999,72.41379309999999,28.0,4003.38,116.0,0.0,84.0,23667.96,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2359,2017-07-01,GWHOL,10619.0,41.0,0.0,1554.0,42340.0,41.0,259.0,0.096835144,0.0,0.0,41.0,222.0,211.321071,96.55172409999999,72.41379309999999,28.0,4003.38,116.0,0.0,84.0,23667.96,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2361,2017-07-01,NEG,3133010.95,10003.0,17011.86,100826.38,42340.0,10358.0,313.207133,23.6254133,0.77231932,327.0,9676.0,222.0,211.321071,96.55172409999999,72.41379309999999,28.0,4003.38,116.0,0.0,84.0,23667.96,112.0,6.0,6.0,6.0,0.0,1330.2,0.0,186.0,1516.2,5.17241379,221.7,0.0
2363,2017-07-01,QUAL,210660.54,785.0,0.0,17217.24,42340.0,1109.0,268.357376,1.85403873,0.630609353,267.0,518.0,222.0,211.321071,96.55172409999999,72.41379309999999,28.0,4003.38,116.0,0.0,84.0,23667.96,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2364,2017-07-01,RETAIL,2867840.0,8986.0,500.0,288633.42,42340.0,16285.0,319.145337,21.2234294,12.0547945,5104.0,3882.0,222.0,211.321071,96.55172409999999,72.41379309999999,28.0,4003.38,116.0,0.0,84.0,23667.96,112.0,44.0,91.0,7.0,37.0,10171.45,0.0,1433.41,11604.86,37.931034499999996,231.1693182,31.8965517
2369,2017-07-02,GASSOC,272910.0,759.0,41187.72,6420.04,42340.0,790.0,359.565217,1.79263108,0.07321681599999999,31.0,728.0,172.0,213.474118,73.2758621,56.0344828,20.0,2886.17,116.0,0.0,65.0,18145.3,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2370,2017-07-02,GCOR,1530162.34,4777.0,620649.64,130252.92,42340.0,5079.0,320.318681,11.282475199999999,0.727444497,308.0,4469.0,172.0,213.474118,73.2758621,56.0344828,20.0,2886.17,116.0,0.0,65.0,18145.3,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2371,2017-07-02,GSMERF,45759.1,170.0,0.0,5278.07,42340.0,202.0,269.171176,0.40151157299999995,0.07321681599999999,31.0,139.0,172.0,213.474118,73.2758621,56.0344828,20.0,2886.17,116.0,0.0,65.0,18145.3,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2373,2017-07-02,HOUSE,-349.0,0.0,699942.48,-10079.83,42340.0,0.0,0.0,0.0,0.0,0.0,0.0,172.0,213.474118,73.2758621,56.0344828,20.0,2886.17,116.0,0.0,65.0,18145.3,85.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,0.0,0.0,0.0
2374,2017-07-02,NEG,3133010.95,10003.0,17011.86,100826.38,42340.0,10358.0,313.207133,23.6254133,0.77231932,327.0,9676.0,172.0,213.474118,73.2758621,56.0344828,20.0,2886.17,116.0,0.0,65.0,18145.3,85.0,3.0,3.0,3.0,0.0,794.6,0.0,19.0,813.6,2.5862069,264.8666667,0.0
2376,2017-07-02,QUAL,210660.54,785.0,0.0,17217.24,42340.0,1109.0,268.357376,1.85403873,0.630609353,267.0,518.0,172.0,213.474118,73.2758621,56.0344828,20.0,2886.17,116.0,0.0,65.0,18145.3,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2378,2017-07-02,WHOL,248302.49,1180.0,0.0,10531.72,42340.0,2244.0,210.425839,2.78696268,2.08786018,884.0,296.0,172.0,213.474118,73.2758621,56.0344828,20.0,2886.17,116.0,0.0,65.0,18145.3,85.0,5.0,8.0,2.0,3.0,848.18,0.0,181.0,1029.18,4.31034483,169.636,2.5862069
2382,2017-07-03,GASSOC,272910.0,759.0,41187.72,6420.04,42340.0,790.0,359.565217,1.79263108,0.07321681599999999,31.0,728.0,160.0,206.525974,66.3793103,50.0,19.0,2459.11,116.0,0.0,58.0,15902.5,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2383,2017-07-03,GCOR,1530162.34,4777.0,620649.64,130252.92,42340.0,5079.0,320.318681,11.282475199999999,0.727444497,308.0,4469.0,160.0,206.525974,66.3793103,50.0,19.0,2459.11,116.0,0.0,58.0,15902.5,77.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,-5.0,0.0,0.0,0.0
2385,2017-07-03,GWHOL,10619.0,41.0,0.0,1554.0,42340.0,41.0,259.0,0.096835144,0.0,0.0,41.0,160.0,206.525974,66.3793103,50.0,19.0,2459.11,116.0,0.0,58.0,15902.5,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2386,2017-07-03,HOUSE,-349.0,0.0,699942.48,-10079.83,42340.0,0.0,0.0,0.0,0.0,0.0,0.0,160.0,206.525974,66.3793103,50.0,19.0,2459.11,116.0,0.0,58.0,15902.5,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2387,2017-07-03,NEG,3133010.95,10003.0,17011.86,100826.38,42340.0,10358.0,313.207133,23.6254133,0.77231932,327.0,9676.0,160.0,206.525974,66.3793103,50.0,19.0,2459.11,116.0,0.0,58.0,15902.5,77.0,2.0,2.0,2.0,0.0,506.7,0.0,8.0,514.7,1.72413793,253.35,0.0
2390,2017-07-03,RETAIL,2867840.0,8986.0,500.0,288633.42,42340.0,16285.0,319.145337,21.2234294,12.0547945,5104.0,3882.0,160.0,206.525974,66.3793103,50.0,19.0,2459.11,116.0,0.0,58.0,15902.5,77.0,27.0,60.0,6.0,21.0,5968.14,0.0,793.47,6761.61,23.2758621,221.0422222,18.1034483
2391,2017-07-03,WHOL,248302.49,1180.0,0.0,10531.72,42340.0,2244.0,210.425839,2.78696268,2.08786018,884.0,296.0,160.0,206.525974,66.3793103,50.0,19.0,2459.11,116.0,0.0,58.0,15902.5,77.0,5.0,8.0,2.0,3.0,928.18,0.0,146.0,1074.18,4.31034483,185.636,2.5862069
2395,2017-07-04,GASSOC,272910.0,759.0,41187.72,6420.04,42340.0,790.0,359.565217,1.79263108,0.07321681599999999,31.0,728.0,140.0,214.21030299999998,56.896551699999996,43.1034483,16.0,2228.95,116.0,0.0,50.0,14137.88,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2397,2017-07-04,GSMERF,45759.1,170.0,0.0,5278.07,42340.0,202.0,269.171176,0.40151157299999995,0.07321681599999999,31.0,139.0,140.0,214.21030299999998,56.896551699999996,43.1034483,16.0,2228.95,116.0,0.0,50.0,14137.88,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2398,2017-07-04,GWHOL,10619.0,41.0,0.0,1554.0,42340.0,41.0,259.0,0.096835144,0.0,0.0,41.0,140.0,214.21030299999998,56.896551699999996,43.1034483,16.0,2228.95,116.0,0.0,50.0,14137.88,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2399,2017-07-04,HOUSE,-349.0,0.0,699942.48,-10079.83,42340.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,214.21030299999998,56.896551699999996,43.1034483,16.0,2228.95,116.0,0.0,50.0,14137.88,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2400,2017-07-04,NEG,3133010.95,10003.0,17011.86,100826.38,42340.0,10358.0,313.207133,23.6254133,0.77231932,327.0,9676.0,140.0,214.21030299999998,56.896551699999996,43.1034483,16.0,2228.95,116.0,0.0,50.0,14137.88,66.0,3.0,3.0,3.0,0.0,730.8,0.0,12.0,742.8,2.5862069,243.6,0.0
2402,2017-07-04,QUAL,210660.54,785.0,0.0,17217.24,42340.0,1109.0,268.357376,1.85403873,0.630609353,267.0,518.0,140.0,214.21030299999998,56.896551699999996,43.1034483,16.0,2228.95,116.0,0.0,50.0,14137.88,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2403,2017-07-04,RETAIL,2867840.0,8986.0,500.0,288633.42,42340.0,16285.0,319.145337,21.2234294,12.0547945,5104.0,3882.0,140.0,214.21030299999998,56.896551699999996,43.1034483,16.0,2228.95,116.0,0.0,50.0,14137.88,66.0,20.0,43.0,5.0,15.0,4541.59,0.0,801.39,5342.98,17.241379300000002,227.0795,12.9310345
2404,2017-07-04,WHOL,248302.49,1180.0,0.0,10531.72,42340.0,2244.0,210.425839,2.78696268,2.08786018,884.0,296.0,140.0,214.21030299999998,56.896551699999996,43.1034483,16.0,2228.95,116.0,0.0,50.0,14137.88,66.0,1.0,2.0,0.0,1.0,219.0,0.0,-35.0,184.0,0.8620689659999999,219.0,0.8620689659999999
2409,2017-07-05,GCOR,1530162.34,4777.0,620649.64,130252.92,42340.0,5079.0,320.318681,11.282475199999999,0.727444497,308.0,4469.0,165.0,232.18271600000003,69.82758620000001,45.689655200000004,28.0,2410.99,116.0,0.0,53.0,18806.8,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2410,2017-07-05,GSMERF,45759.1,170.0,0.0,5278.07,42340.0,202.0,269.171176,0.40151157299999995,0.07321681599999999,31.0,139.0,165.0,232.18271600000003,69.82758620000001,45.689655200000004,28.0,2410.99,116.0,0.0,53.0,18806.8,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2411,2017-07-05,GWHOL,10619.0,41.0,0.0,1554.0,42340.0,41.0,259.0,0.096835144,0.0,0.0,41.0,165.0,232.18271600000003,69.82758620000001,45.689655200000004,28.0,2410.99,116.0,0.0,53.0,18806.8,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2412,2017-07-05,HOUSE,-349.0,0.0,699942.48,-10079.83,42340.0,0.0,0.0,0.0,0.0,0.0,0.0,165.0,232.18271600000003,69.82758620000001,45.689655200000004,28.0,2410.99,116.0,0.0,53.0,18806.8,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2415,2017-07-05,QUAL,210660.54,785.0,0.0,17217.24,42340.0,1109.0,268.357376,1.85403873,0.630609353,267.0,518.0,165.0,232.18271600000003,69.82758620000001,45.689655200000004,28.0,2410.99,116.0,0.0,53.0,18806.8,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2416,2017-07-05,RETAIL,2867840.0,8986.0,500.0,288633.42,42340.0,16285.0,319.145337,21.2234294,12.0547945,5104.0,3882.0,165.0,232.18271600000003,69.82758620000001,45.689655200000004,28.0,2410.99,116.0,0.0,53.0,18806.8,81.0,34.0,63.0,12.0,22.0,8752.08,0.0,1298.0,10050.08,29.310344800000003,257.4141176,18.9655172
2417,2017-07-05,WHOL,248302.49,1180.0,0.0,10531.72,42340.0,2244.0,210.425839,2.78696268,2.08786018,884.0,296.0,165.0,232.18271600000003,69.82758620000001,45.689655200000004,28.0,2410.99,116.0,0.0,53.0,18806.8,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2421,2017-07-06,GASSOC,272910.0,759.0,41187.72,6420.04,42340.0,790.0,359.565217,1.79263108,0.07321681599999999,31.0,728.0,162.0,221.136386,71.55172409999999,41.37931029999999,35.0,1759.06,116.0,0.0,48.0,18354.32,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2422,2017-07-06,GCOR,1530162.34,4777.0,620649.64,130252.92,42340.0,5079.0,320.318681,11.282475199999999,0.727444497,308.0,4469.0,162.0,221.136386,71.55172409999999,41.37931029999999,35.0,1759.06,116.0,0.0,48.0,18354.32,83.0,0.0,0.0,0.0,0.0,-538.0,0.0,50.0,-488.0,0.0,0.0,0.0
2423,2017-07-06,GSMERF,45759.1,170.0,0.0,5278.07,42340.0,202.0,269.171176,0.40151157299999995,0.07321681599999999,31.0,139.0,162.0,221.136386,71.55172409999999,41.37931029999999,35.0,1759.06,116.0,0.0,48.0,18354.32,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2424,2017-07-06,GWHOL,10619.0,41.0,0.0,1554.0,42340.0,41.0,259.0,0.096835144,0.0,0.0,41.0,162.0,221.136386,71.55172409999999,41.37931029999999,35.0,1759.06,116.0,0.0,48.0,18354.32,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2426,2017-07-06,NEG,3133010.95,10003.0,17011.86,100826.38,42340.0,10358.0,313.207133,23.6254133,0.77231932,327.0,9676.0,162.0,221.136386,71.55172409999999,41.37931029999999,35.0,1759.06,116.0,0.0,48.0,18354.32,83.0,12.0,13.0,11.0,1.0,2673.6,0.0,80.0,2753.6,10.3448276,222.8,0.8620689659999999
2428,2017-07-06,QUAL,210660.54,785.0,0.0,17217.24,42340.0,1109.0,268.357376,1.85403873,0.630609353,267.0,518.0,162.0,221.136386,71.55172409999999,41.37931029999999,35.0,1759.06,116.0,0.0,48.0,18354.32,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2429,2017-07-06,RETAIL,2867840.0,8986.0,500.0,288633.42,42340.0,16285.0,319.145337,21.2234294,12.0547945,5104.0,3882.0,162.0,221.136386,71.55172409999999,41.37931029999999,35.0,1759.06,116.0,0.0,48.0,18354.32,83.0,30.0,58.0,14.0,16.0,7819.86,0.0,502.78,8322.64,25.862069,260.66200000000003,13.793103400000001
2430,2017-07-06,WHOL,248302.49,1180.0,0.0,10531.72,42340.0,2244.0,210.425839,2.78696268,2.08786018,884.0,296.0,162.0,221.136386,71.55172409999999,41.37931029999999,35.0,1759.06,116.0,0.0,48.0,18354.32,83.0,1.0,2.0,0.0,1.0,191.8,0.0,0.0,191.8,0.8620689659999999,191.8,0.8620689659999999
2434,2017-07-07,GASSOC,272910.0,759.0,41187.72,6420.04,42340.0,790.0,359.565217,1.79263108,0.07321681599999999,31.0,728.0,194.0,244.4011,86.2068966,56.0344828,35.0,3636.27,116.0,0.0,65.0,24440.11,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2435,2017-07-07,GCOR,1530162.34,4777.0,620649.64,130252.92,42340.0,5079.0,320.318681,11.282475199999999,0.727444497,308.0,4469.0,194.0,244.4011,86.2068966,56.0344828,35.0,3636.27,116.0,0.0,65.0,24440.11,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2436,2017-07-07,GSMERF,45759.1,170.0,0.0,5278.07,42340.0,202.0,269.171176,0.40151157299999995,0.07321681599999999,31.0,139.0,194.0,244.4011,86.2068966,56.0344828,35.0,3636.27,116.0,0.0,65.0,24440.11,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2438,2017-07-07,HOUSE,-349.0,0.0,699942.48,-10079.83,42340.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,244.4011,86.2068966,56.0344828,35.0,3636.27,116.0,0.0,65.0,24440.11,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2439,2017-07-07,NEG,3133010.95,10003.0,17011.86,100826.38,42340.0,10358.0,313.207133,23.6254133,0.77231932,327.0,9676.0,194.0,244.4011,86.2068966,56.0344828,35.0,3636.27,116.0,0.0,65.0,24440.11,100.0,13.0,14.0,12.0,1.0,3419.7,0.0,545.82,3965.52,11.2068966,263.0538462,0.8620689659999999
2441,2017-07-07,QUAL,210660.54,785.0,0.0,17217.24,42340.0,1109.0,268.357376,1.85403873,0.630609353,267.0,518.0,194.0,244.4011,86.2068966,56.0344828,35.0,3636.27,116.0,0.0,65.0,24440.11,100.0,1.0,1.0,1.0,0.0,149.0,0.0,0.0,149.0,0.8620689659999999,149.0,0.0
2442,2017-07-07,RETAIL,2867840.0,8986.0,500.0,288633.42,42340.0,16285.0,319.145337,21.2234294,12.0547945,5104.0,3882.0,194.0,244.4011,86.2068966,56.0344828,35.0,3636.27,116.0,0.0,65.0,24440.11,100.0,33.0,68.0,11.0,22.0,9040.04,0.0,1192.36,10232.4,28.448275899999995,273.9406061,18.9655172
2443,2017-07-07,WHOL,248302.49,1180.0,0.0,10531.72,42340.0,2244.0,210.425839,2.78696268,2.08786018,884.0,296.0,194.0,244.4011,86.2068966,56.0344828,35.0,3636.27,116.0,0.0,65.0,24440.11,100.0,3.0,7.0,0.0,3.0,1054.8,0.0,11.0,1065.8,2.5862069,351.6,2.5862069
2447,2017-07-08,GASSOC,272910.0,759.0,41187.72,6420.04,42340.0,790.0,359.565217,1.79263108,0.07321681599999999,31.0,728.0,204.0,259.286,90.51724140000002,51.724137899999995,45.0,2227.77,116.0,0.0,60.0,27225.03,105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2448,2017-07-08,GCOR,1530162.34,4777.0,620649.64,130252.92,42340.0,5079.0,320.318681,11.282475199999999,0.727444497,308.0,4469.0,204.0,259.286,90.51724140000002,51.724137899999995,45.0,2227.77,116.0,0.0,60.0,27225.03,105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2450,2017-07-08,GWHOL,10619.0,41.0,0.0,1554.0,42340.0,41.0,259.0,0.096835144,0.0,0.0,41.0,204.0,259.286,90.51724140000002,51.724137899999995,45.0,2227.77,116.0,0.0,60.0,27225.03,105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2451,2017-07-08,HOUSE,-349.0,0.0,699942.48,-10079.83,42340.0,0.0,0.0,0.0,0.0,0.0,0.0,204.0,259.286,90.51724140000002,51.724137899999995,45.0,2227.77,116.0,0.0,60.0,27225.03,105.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,104.0,0.0,0.0,0.0
2452,2017-07-08,NEG,3133010.95,10003.0,17011.86,100826.38,42340.0,10358.0,313.207133,23.6254133,0.77231932,327.0,9676.0,204.0,259.286,90.51724140000002,51.724137899999995,45.0,2227.77,116.0,0.0,60.0,27225.03,105.0,21.0,22.0,20.0,1.0,6297.1,0.0,143.0,6440.1,18.1034483,299.8619048,0.8620689659999999
2454,2017-07-08,QUAL,210660.54,785.0,0.0,17217.24,42340.0,1109.0,268.357376,1.85403873,0.630609353,267.0,518.0,204.0,259.286,90.51724140000002,51.724137899999995,45.0,2227.77,116.0,0.0,60.0,27225.03,105.0,1.0,1.0,1.0,0.0,149.0,0.0,0.0,149.0,0.8620689659999999,149.0,0.0
2455,2017-07-08,RETAIL,2867840.0,8986.0,500.0,288633.42,42340.0,16285.0,319.145337,21.2234294,12.0547945,5104.0,3882.0,204.0,259.286,90.51724140000002,51.724137899999995,45.0,2227.77,116.0,0.0,60.0,27225.03,105.0,40.0,89.0,15.0,25.0,10840.92,0.0,955.77,11796.69,34.482758600000004,271.02299999999997,21.5517241
2460,2017-07-09,GASSOC,272910.0,759.0,41187.72,6420.04,42340.0,790.0,359.565217,1.79263108,0.07321681599999999,31.0,728.0,172.0,298.114124,83.6206897,37.068965500000004,54.0,2690.3,116.0,0.0,43.0,28917.07,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2462,2017-07-09,GSMERF,45759.1,170.0,0.0,5278.07,42340.0,202.0,269.171176,0.40151157299999995,0.07321681599999999,31.0,139.0,172.0,298.114124,83.6206897,37.068965500000004,54.0,2690.3,116.0,0.0,43.0,28917.07,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2463,2017-07-09,GWHOL,10619.0,41.0,0.0,1554.0,42340.0,41.0,259.0,0.096835144,0.0,0.0,41.0,172.0,298.114124,83.6206897,37.068965500000004,54.0,2690.3,116.0,0.0,43.0,28917.07,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2464,2017-07-09,HOUSE,-349.0,0.0,699942.48,-10079.83,42340.0,0.0,0.0,0.0,0.0,0.0,0.0,172.0,298.114124,83.6206897,37.068965500000004,54.0,2690.3,116.0,0.0,43.0,28917.07,97.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,43.0,0.0,0.0,0.0
2465,2017-07-09,NEG,3133010.95,10003.0,17011.86,100826.38,42340.0,10358.0,313.207133,23.6254133,0.77231932,327.0,9676.0,172.0,298.114124,83.6206897,37.068965500000004,54.0,2690.3,116.0,0.0,43.0,28917.07,97.0,21.0,22.0,20.0,1.0,7447.4,0.0,310.74,7758.14,18.1034483,354.6380952,0.8620689659999999
2467,2017-07-09,QUAL,210660.54,785.0,0.0,17217.24,42340.0,1109.0,268.357376,1.85403873,0.630609353,267.0,518.0,172.0,298.114124,83.6206897,37.068965500000004,54.0,2690.3,116.0,0.0,43.0,28917.07,97.0,3.0,3.0,3.0,0.0,857.4,0.0,84.0,941.4,2.5862069,285.8,0.0
2469,2017-07-09,WHOL,248302.49,1180.0,0.0,10531.72,42340.0,2244.0,210.425839,2.78696268,2.08786018,884.0,296.0,172.0,298.114124,83.6206897,37.068965500000004,54.0,2690.3,116.0,0.0,43.0,28917.07,97.0,2.0,6.0,0.0,2.0,478.0,0.0,-8.0,470.0,1.72413793,239.0,1.72413793
2474,2017-07-10,GCOR,1530162.34,4777.0,620649.64,130252.92,42340.0,5079.0,320.318681,11.282475199999999,0.727444497,308.0,4469.0,170.0,362.28531499999997,95.6896552,29.310344800000003,77.0,1998.91,116.0,0.0,34.0,40213.67,111.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2475,2017-07-10,GSMERF,45759.1,170.0,0.0,5278.07,42340.0,202.0,269.171176,0.40151157299999995,0.07321681599999999,31.0,139.0,170.0,362.28531499999997,95.6896552,29.310344800000003,77.0,1998.91,116.0,0.0,34.0,40213.67,111.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2476,2017-07-10,GWHOL,10619.0,41.0,0.0,1554.0,42340.0,41.0,259.0,0.096835144,0.0,0.0,41.0,170.0,362.28531499999997,95.6896552,29.310344800000003,77.0,1998.91,116.0,0.0,34.0,40213.67,111.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2477,2017-07-10,HOUSE,-349.0,0.0,699942.48,-10079.83,42340.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,362.28531499999997,95.6896552,29.310344800000003,77.0,1998.91,116.0,0.0,34.0,40213.67,111.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2478,2017-07-10,NEG,3133010.95,10003.0,17011.86,100826.38,42340.0,10358.0,313.207133,23.6254133,0.77231932,327.0,9676.0,170.0,362.28531499999997,95.6896552,29.310344800000003,77.0,1998.91,116.0,0.0,34.0,40213.67,111.0,40.0,40.0,40.0,0.0,16171.0,0.0,341.0,16512.0,34.482758600000004,404.275,0.0
2481,2017-07-10,RETAIL,2867840.0,8986.0,500.0,288633.42,42340.0,16285.0,319.145337,21.2234294,12.0547945,5104.0,3882.0,170.0,362.28531499999997,95.6896552,29.310344800000003,77.0,1998.91,116.0,0.0,34.0,40213.67,111.0,44.0,85.0,23.0,21.0,15837.34,0.0,567.39,16404.73,37.931034499999996,359.9395455,18.1034483
2482,2017-07-10,WHOL,248302.49,1180.0,0.0,10531.72,42340.0,2244.0,210.425839,2.78696268,2.08786018,884.0,296.0,170.0,362.28531499999997,95.6896552,29.310344800000003,77.0,1998.91,116.0,0.0,34.0,40213.67,111.0,2.0,6.0,0.0,2.0,548.0,0.0,191.47,739.47,1.72413793,274.0,1.72413793
2486,2017-07-11,GASSOC,272910.0,759.0,41187.72,6420.04,42340.0,790.0,359.565217,1.79263108,0.07321681599999999,31.0,728.0,176.0,371.979043,99.13793100000001,31.0344828,79.0,3522.65,116.0,0.0,36.0,42777.59,115.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2487,2017-07-11,GCOR,1530162.34,4777.0,620649.64,130252.92,42340.0,5079.0,320.318681,11.282475199999999,0.727444497,308.0,4469.0,176.0,371.979043,99.13793100000001,31.0344828,79.0,3522.65,116.0,0.0,36.0,42777.59,115.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2488,2017-07-11,GSMERF,45759.1,170.0,0.0,5278.07,42340.0,202.0,269.171176,0.40151157299999995,0.07321681599999999,31.0,139.0,176.0,371.979043,99.13793100000001,31.0344828,79.0,3522.65,116.0,0.0,36.0,42777.59,115.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2489,2017-07-11,GWHOL,10619.0,41.0,0.0,1554.0,42340.0,41.0,259.0,0.096835144,0.0,0.0,41.0,176.0,371.979043,99.13793100000001,31.0344828,79.0,3522.65,116.0,0.0,36.0,42777.59,115.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2490,2017-07-11,HOUSE,-349.0,0.0,699942.48,-10079.83,42340.0,0.0,0.0,0.0,0.0,0.0,0.0,176.0,371.979043,99.13793100000001,31.0344828,79.0,3522.65,116.0,0.0,36.0,42777.59,115.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,62.0,0.0,0.0,0.0
2491,2017-07-11,NEG,3133010.95,10003.0,17011.86,100826.38,42340.0,10358.0,313.207133,23.6254133,0.77231932,327.0,9676.0,176.0,371.979043,99.13793100000001,31.0344828,79.0,3522.65,116.0,0.0,36.0,42777.59,115.0,42.0,42.0,42.0,0.0,17160.5,0.0,218.0,17378.5,36.2068966,408.5833333,0.0
2493,2017-07-11,QUAL,210660.54,785.0,0.0,17217.24,42340.0,1109.0,268.357376,1.85403873,0.630609353,267.0,518.0,176.0,371.979043,99.13793100000001,31.0344828,79.0,3522.65,116.0,0.0,36.0,42777.59,115.0,5.0,7.0,4.0,1.0,2006.4,0.0,84.0,2090.4,4.31034483,401.28,0.8620689659999999
